# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  1 07:37:32 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_massj,pl_msinij,st_mass
678,Kepler-100,b,Transit,3,6.88705000,,0.02300,,1.08
679,Kepler-100,c,Transit,3,12.81590000,,0.00300,,1.08
680,Kepler-100,d,Transit,3,35.33310000,,0.00900,,1.08
681,Kepler-101,b,Transit,2,3.48768120,0.047400,0.16000,,1.17
682,Kepler-101,c,Transit,2,6.02976000,0.068400,0.01000,,1.17
683,Kepler-102,b,Transit,5,5.28696000,,0.00100,,0.81
684,Kepler-102,c,Transit,5,7.07142000,,0.00900,,0.81
685,Kepler-102,d,Transit,5,10.31170000,,0.01200,,0.81
686,Kepler-102,e,Transit,5,16.14570000,,0.02800,,0.81
687,Kepler-102,f,Transit,5,27.45360000,,0.00200,,0.81
688,Kepler-103,b,Transit,2,15.96540000,,0.03100,,1.09
689,Kepler-103,c,Transit,2,179.61200000,,0.11400,,1.09
690,Kepler-104,b,Transit,3,11.42754800,0.094000,,,0.81
691,Kepler-104,c,Transit,3,23.66820500,0.153000,,,0.81
692,Kepler-104,d,Transit,3,51.75539400,0.257000,,,0.81
693,Kepler-105,b,Transit,2,5.41220000,0.066000,,,1.28
694,Kepler-105,c,Transit,2,7.12593900,0.072000,,,1.28
695,Kepler-106,b,Transit,4,6.16486000,,0.00050,,1.00
696,Kepler-106,c,Transit,4,13.57080000,,0.03300,,1.00
697,Kepler-106,d,Transit,4,23.98020000,,0.02500,,1.00
698,Kepler-106,e,Transit,4,43.84450000,,0.03500,,1.00
699,Kepler-107,b,Transit,4,3.17999700,0.044000,,,
700,Kepler-107,c,Transit,4,4.90142500,0.059000,,,
701,Kepler-107,d,Transit,4,7.95820300,0.082000,,,
702,Kepler-107,e,Transit,4,14.74904900,0.123000,,,
703,Kepler-108,b,Transit,2,49.18392100,0.292000,,,0.87
704,Kepler-108,c,Transit,2,190.32349400,0.721000,,,0.87
705,Kepler-109,b,Transit,2,6.48163000,,0.00400,,1.04
706,Kepler-109,c,Transit,2,21.22270000,,0.00700,,1.04
707,Kepler-11,b,Transit,6,10.30390000,0.091000,0.00600,,0.96
708,Kepler-11,c,Transit,6,13.02410000,0.107000,0.00900,,0.96
709,Kepler-11,d,Transit,6,22.68450000,0.155000,0.02300,,0.96
710,Kepler-11,e,Transit,6,31.99960000,0.195000,0.02500,,0.96
711,Kepler-11,f,Transit,6,46.68880000,0.250000,0.00600,,0.96
712,Kepler-11,g,Transit,6,118.38070000,0.466000,0.07900,,0.96
713,Kepler-110,b,Transit,2,12.69111200,0.107000,,,
714,Kepler-110,c,Transit,2,31.71977500,0.198000,,,
715,Kepler-111,b,Transit,2,3.34181500,0.046000,,,
716,Kepler-111,c,Transit,2,224.78460800,0.761000,,,
717,Kepler-112,b,Transit,2,8.40887800,0.076000,,,
718,Kepler-112,c,Transit,2,28.57426300,0.172000,,,
719,Kepler-113,b,Transit,2,4.75400000,,0.03700,,0.75
720,Kepler-113,c,Transit,2,8.92507000,,0.02700,,0.75
721,Kepler-114,b,Transit,3,5.18854900,0.053000,,,0.56
722,Kepler-114,c,Transit,3,8.04100000,,0.00900,,0.56
723,Kepler-114,d,Transit,3,11.77600000,,0.01200,,0.56
724,Kepler-115,b,Transit,2,2.40367900,0.036000,,,1.00
725,Kepler-115,c,Transit,2,8.99088900,0.087000,,,1.00
726,Kepler-116,b,Transit,2,5.96873400,0.069000,,,1.16
727,Kepler-116,c,Transit,2,13.07163000,0.116000,,,1.16
728,Kepler-117,b,Transit,2,18.79592280,0.144500,0.09400,,1.13
729,Kepler-117,c,Transit,2,50.79039100,0.280400,1.84000,,1.13
730,Kepler-118,b,Transit,2,7.51849600,0.073000,,,0.86
731,Kepler-118,c,Transit,2,20.17202000,0.141000,,,0.86
732,Kepler-119,b,Transit,2,2.42208200,0.035000,,,
733,Kepler-119,c,Transit,2,4.12510300,0.049000,,,
734,Kepler-12,b,Transit,1,4.43796370,0.055600,0.43100,,1.17
735,Kepler-120,b,Transit,2,6.31250100,0.055000,,,
736,Kepler-120,c,Transit,2,12.79458500,0.088000,,,
737,Kepler-121,b,Transit,2,3.17742200,0.039000,,,
738,Kepler-121,c,Transit,2,41.00801100,0.216000,,,
739,Kepler-122,b,Transit,5,5.76619300,0.064000,,,0.99
740,Kepler-122,c,Transit,5,12.46598800,0.108000,,,0.99
741,Kepler-122,d,Transit,5,21.58747500,0.155000,,,0.99
742,Kepler-122,e,Transit,5,37.99327300,0.227000,,,0.99
743,Kepler-122,f,Transit Timing Variations,5,56.26800000,,0.11300,,0.99
744,Kepler-123,b,Transit,2,17.23236600,0.135000,,,1.03
745,Kepler-123,c,Transit,2,26.69507400,0.181000,,,1.03
746,Kepler-124,b,Transit,3,3.41049300,0.039000,,,
747,Kepler-124,c,Transit,3,13.82137500,0.100000,,,
748,Kepler-124,d,Transit,3,30.95085100,0.170000,,,
749,Kepler-125,b,Transit,2,4.16438900,0.041000,,,0.55
750,Kepler-125,c,Transit,2,5.77446400,0.051000,,,0.55
751,Kepler-126,b,Transit,3,10.49571100,0.099000,,,
752,Kepler-126,c,Transit,3,21.86974100,0.162000,,,
753,Kepler-126,d,Transit,3,100.28313400,0.448000,,,
754,Kepler-127,b,Transit,3,14.43588900,0.125000,,,
755,Kepler-127,c,Transit,3,29.39319500,0.200000,,,
756,Kepler-127,d,Transit,3,48.63040800,0.280000,,,
757,Kepler-128,b,Transit,2,15.09000000,,0.09700,,1.18
758,Kepler-128,c,Transit,2,22.80400000,,0.10500,,1.18
759,Kepler-129,b,Transit,2,15.79186000,0.131000,,,1.18
760,Kepler-129,c,Transit,2,82.20017000,0.393000,,,1.18
761,Kepler-130,b,Transit,3,8.45745800,0.079000,,,1.00
762,Kepler-130,c,Transit,3,27.50868000,0.178000,,,1.00
763,Kepler-130,d,Transit,3,87.51790500,0.377000,,,1.00
764,Kepler-131,b,Transit,2,16.09200000,,0.05100,,1.02
765,Kepler-131,c,Transit,2,25.51690000,,0.02600,,1.02
766,Kepler-132,b,Transit,3,6.17819600,0.067000,,,
767,Kepler-132,c,Transit,3,6.41491400,0.068000,,,
768,Kepler-132,d,Transit,3,18.01019900,0.136000,,,
769,Kepler-133,b,Transit,2,8.12997600,0.083000,,,
770,Kepler-133,c,Transit,2,31.51758600,0.204000,,,
771,Kepler-134,b,Transit,2,5.31742900,0.060000,,,
772,Kepler-134,c,Transit,2,10.10578500,0.092000,,,
773,Kepler-135,b,Transit,2,6.00253000,0.067000,,,
774,Kepler-135,c,Transit,2,11.44870800,0.103000,,,
775,Kepler-136,b,Transit,2,11.57890000,0.106000,,,1.20
776,Kepler-136,c,Transit,2,16.39923500,0.133000,,,1.20
777,Kepler-137,b,Transit,2,8.43638700,0.077000,,,
778,Kepler-137,c,Transit,2,18.73575300,0.130000,,,
779,Kepler-138,b,Transit,3,10.31260000,,0.00021,,0.52
780,Kepler-138,c,Transit,3,13.78130000,,0.00620,,0.52
781,Kepler-138,d,Transit,3,23.08810000,,0.00201,,0.52
782,Kepler-139,b,Transit,2,15.77104400,0.127000,,,1.08
783,Kepler-139,c,Transit,2,157.07287800,0.586000,,,1.08
784,Kepler-14,b,Transit,1,6.79012300,,8.40000,,1.51
785,Kepler-140,b,Transit,2,3.25427000,0.045000,,,
786,Kepler-140,c,Transit,2,91.35328200,0.414000,,,
787,Kepler-141,b,Transit,2,3.10767500,0.039000,,,1.00
788,Kepler-141,c,Transit,2,7.01060600,0.067000,,,1.00
789,Kepler-142,b,Transit,3,2.02415200,0.032000,,,0.99
790,Kepler-142,c,Transit,3,4.76170200,0.057000,,,0.99
791,Kepler-142,d,Transit,3,41.80911800,0.242000,,,0.99
792,Kepler-143,b,Transit,2,16.00758300,0.127000,,,
793,Kepler-143,c,Transit,2,27.08251100,0.181000,,,
794,Kepler-144,b,Transit,2,5.88527300,0.066000,,,1.03
795,Kepler-144,c,Transit,2,10.10466500,0.094000,,,1.03
796,Kepler-145,b,Transit,2,22.95100000,,0.11700,,1.32
797,Kepler-145,c,Transit,2,42.88200000,,0.25000,,1.32
798,Kepler-146,b,Transit,2,31.15879900,0.200000,,,
799,Kepler-146,c,Transit,2,76.73217100,0.364000,,,
800,Kepler-147,b,Transit,2,12.61058400,0.113000,,,1.01
801,Kepler-147,c,Transit,2,33.41642300,0.216000,,,1.01
802,Kepler-148,b,Transit,2,1.72936600,0.028000,,,
803,Kepler-148,c,Transit,2,4.18004300,0.050000,,,
804,Kepler-149,b,Transit,3,29.19894300,0.184000,,,
805,Kepler-149,c,Transit,3,55.32832800,0.281000,,,
806,Kepler-149,d,Transit,3,160.01803200,0.571000,,,
807,Kepler-15,b,Transit,1,4.94278200,0.057140,0.66000,,1.02
808,Kepler-150,b,Transit,4,3.42805400,0.044000,,,
809,Kepler-150,c,Transit,4,7.38199800,0.073000,,,
810,Kepler-150,d,Transit,4,12.56093000,0.104000,,,
811,Kepler-150,e,Transit,4,30.82655700,0.189000,,,
812,Kepler-151,b,Transit,2,15.22895800,0.116000,,,0.83
813,Kepler-151,c,Transit,2,24.67461200,0.160000,,,0.83
814,Kepler-152,b,Transit,2,18.20797300,0.124000,,,
815,Kepler-152,c,Transit,2,88.25505500,0.356000,,,
816,Kepler-153,b,Transit,2,18.87022700,0.129000,,,
817,Kepler-153,c,Transit,2,46.90232000,0.237000,,,
818,Kepler-154,b,Transit,2,33.04053200,0.198000,,,0.89
819,Kepler-154,c,Transit,2,62.30327600,0.303000,,,0.89
820,Kepler-155,b,Transit,2,5.93119400,0.056000,,,0.58
821,Kepler-155,c,Transit,2,52.66179300,0.242000,,,0.58
822,Kepler-156,b,Transit,2,4.97345600,0.054000,,,
823,Kepler-156,c,Transit,2,15.90680100,0.117000,,,
824,Kepler-157,b,Transit,2,1.73234200,0.028000,,,
825,Kepler-157,c,Transit,2,13.54050000,0.110000,,,
826,Kepler-158,b,Transit,2,16.70918400,0.111000,,,
827,Kepler-158,c,Transit,2,28.55138300,0.158000,,,
828,Kepler-159,b,Transit,2,10.13962300,0.082000,,,
829,Kepler-159,c,Transit,2,43.59579200,0.218000,,,
830,Kepler-16,b,Transit,1,228.77600000,0.704800,0.33300,,0.69
831,Kepler-160,b,Transit,2,4.30942700,0.050000,,,
832,Kepler-160,c,Transit,2,13.69908700,0.109000,,,
833,Kepler-161,b,Transit,2,4.92135500,0.054000,,,0.77
834,Kepler-161,c,Transit,2,7.06424000,0.068000,,,0.77
835,Kepler-162,b,Transit,2,6.91979800,0.069000,,,
836,Kepler-162,c,Transit,2,19.44635500,0.137000,,,
837,Kepler-163,b,Transit,2,7.81093700,0.078000,,,0.96
838,Kepler-163,c,Transit,2,21.34726200,0.152000,,,0.96
839,Kepler-164,b,Transit,3,5.03503000,0.058000,,,1.11
840,Kepler-164,c,Transit,3,10.94572300,0.097000,,,1.11
841,Kepler-164,d,Transit,3,28.98676900,0.187000,,,1.11
842,Kepler-165,b,Transit,2,8.18084800,0.072000,,,
843,Kepler-165,c,Transit,2,15.31299000,0.110000,,,
844,Kepler-166,b,Transit,2,7.65025400,0.072000,,,
845,Kepler-166,c,Transit,2,34.26028100,0.195000,,,
846,Kepler-167,b,Transit,2,4.39314700,0.048000,,,0.76
847,Kepler-167,c,Transit,2,7.40609700,0.068000,,,0.76
848,Kepler-168,b,Transit,2,4.42539100,0.056000,,,
849,Kepler-168,c,Transit,2,13.19324200,0.116000,,,
850,Kepler-169,b,Transit,5,3.25061900,0.040000,,,0.86
851,Kepler-169,c,Transit,5,6.19546900,0.062000,,,0.86
852,Kepler-169,d,Transit,5,8.34812500,0.075000,,,0.86
853,Kepler-169,e,Transit,5,13.76710200,0.105000,,,0.86
854,Kepler-169,f,Transit,5,87.09019500,0.359000,,,0.86
855,Kepler-17,b,Transit,1,1.48571080,0.025910,2.45000,,1.16
856,Kepler-170,b,Transit,2,7.93059200,0.080000,,,
857,Kepler-170,c,Transit,2,16.66586300,0.131000,,,
858,Kepler-171,b,Transit,3,4.16697200,0.050000,,,
859,Kepler-171,c,Transit,3,11.46346200,0.098000,,,
860,Kepler-171,d,Transit,3,39.59551900,0.223000,,,
861,Kepler-172,b,Transit,4,2.94030900,0.040000,,,0.86
862,Kepler-172,c,Transit,4,6.38899600,0.068000,,,0.86
863,Kepler-172,d,Transit,4,14.62711900,0.118000,,,0.86
864,Kepler-172,e,Transit,4,35.11873600,0.211000,,,0.86
865,Kepler-173,b,Transit,2,4.26374200,0.048000,,,0.78
866,Kepler-173,c,Transit,2,8.00577700,0.074000,,,0.78
867,Kepler-174,b,Transit,3,13.98179000,0.100000,,,
868,Kepler-174,c,Transit,3,44.00052900,0.214000,,,
869,Kepler-174,d,Transit,3,247.35373000,0.677000,,,
870,Kepler-175,b,Transit,2,11.90351500,0.105000,,,1.04
871,Kepler-175,c,Transit,2,34.03525700,0.213000,,,1.04
872,Kepler-176,b,Transit,3,5.43307400,0.058000,,,
873,Kepler-176,c,Transit,3,12.75971200,0.102000,,,
874,Kepler-176,d,Transit,3,25.75197400,0.163000,,,
875,Kepler-177,b,Transit,2,36.85500000,,0.00600,,1.07
876,Kepler-177,c,Transit,2,49.41200000,,0.02400,,1.07
877,Kepler-178,b,Transit,3,9.57669400,0.085000,,,
878,Kepler-178,c,Transit,3,20.55280200,0.142000,,,
879,Kepler-178,d,Transit,3,96.67898800,0.397000,,,
880,Kepler-179,b,Transit,2,2.73592600,0.036000,,,
881,Kepler-179,c,Transit,2,6.40013000,0.064000,,,
882,Kepler-18,b,Transit,3,3.50472500,0.044700,0.02200,,0.97
883,Kepler-18,c,Transit,3,7.64159000,0.075200,0.05400,,0.97
884,Kepler-18,d,Transit,3,14.85888000,0.117200,0.05200,,0.97
885,Kepler-180,b,Transit,2,13.81712400,0.109000,,,0.84
886,Kepler-180,c,Transit,2,41.88577500,0.229000,,,0.84
887,Kepler-181,b,Transit,2,3.13787300,0.040000,,,
888,Kepler-181,c,Transit,2,4.30214900,0.049000,,,
889,Kepler-182,b,Transit,2,9.82579200,0.096000,,,1.14
890,Kepler-182,c,Transit,2,20.68434200,0.157000,,,1.14
891,Kepler-183,b,Transit,2,5.68794500,0.064000,,,
892,Kepler-183,c,Transit,2,11.63707100,0.103000,,,
893,Kepler-184,b,Transit,3,10.68757600,0.092000,,,
894,Kepler-184,c,Transit,3,20.30300500,0.141000,,,
895,Kepler-184,d,Transit,3,29.02235800,0.179000,,,
896,Kepler-185,b,Transit,2,1.63290000,0.026000,,,0.79
897,Kepler-185,c,Transit,2,20.72904200,0.139000,,,0.79
898,Kepler-186,b,Transit,5,3.88679070,0.034300,,,0.54
899,Kepler-186,c,Transit,5,7.26730200,0.045100,,,0.54
900,Kepler-186,d,Transit,5,13.34299600,0.078100,,,0.54
901,Kepler-186,e,Transit,5,22.40770400,0.110000,,,0.54
902,Kepler-186,f,Transit,5,129.94410000,0.432000,,,0.54
903,Kepler-187,b,Transit,2,4.93886400,0.059000,,,0.85
904,Kepler-187,c,Transit,2,10.64026300,0.099000,,,0.85
905,Kepler-188,b,Transit,2,2.06189700,0.032000,,,
906,Kepler-188,c,Transit,2,5.99655300,0.066000,,,
907,Kepler-189,b,Transit,2,10.39993100,0.088000,,,0.79
908,Kepler-189,c,Transit,2,20.13486600,0.137000,,,0.79
909,Kepler-19,b,Transit,2,9.28699440,,0.06400,,0.94
910,Kepler-19,c,Transit Timing Variations,2,160.00000000,,6.00000,,0.94
911,Kepler-190,b,Transit,2,2.01999900,0.030000,,,0.84
912,Kepler-190,c,Transit,2,3.76302400,0.045000,,,0.84
913,Kepler-191,b,Transit,2,9.93963200,0.087000,,,0.85
914,Kepler-191,c,Transit,2,17.73850600,0.128000,,,0.85
915,Kepler-192,b,Transit,2,9.92674600,0.090000,,,
916,Kepler-192,c,Transit,2,21.22340000,0.150000,,,
917,Kepler-193,b,Transit,2,11.38848000,0.106000,,,
918,Kepler-193,c,Transit,2,50.69749400,0.286000,,,
919,Kepler-194,b,Transit,3,2.09228100,0.032000,,,
920,Kepler-194,c,Transit,3,17.30803200,0.131000,,,
921,Kepler-194,d,Transit,3,52.81497300,0.275000,,,
922,Kepler-195,b,Transit,2,8.30787200,0.077000,,,
923,Kepler-195,c,Transit,2,34.09686300,0.197000,,,
924,Kepler-196,b,Transit,2,20.73988600,0.138000,,,
925,Kepler-196,c,Transit,2,47.42773700,0.240000,,,
926,Kepler-197,b,Transit,4,5.59930800,0.060000,,,
927,Kepler-197,c,Transit,4,10.34969500,0.090000,,,
928,Kepler-197,d,Transit,4,15.67756300,0.119000,,,
929,Kepler-197,e,Transit,4,25.20971500,0.164000,,,
930,Kepler-198,b,Transit,2,17.79003700,0.131000,,,0.93
931,Kepler-198,c,Transit,2,49.56741600,0.259000,,,0.93
932,Kepler-199,b,Transit,2,23.63760400,0.158000,,,
933,Kepler-199,c,Transit,2,67.09340800,0.316000,,,
934,Kepler-20,b,Transit,5,3.69612190,0.045370,0.02700,,0.91
935,Kepler-20,c,Transit,5,10.85409200,0.093000,0.05100,,0.91
936,Kepler-20,d,Transit,5,77.61184000,0.345300,0.06300,,0.91
937,Kepler-20,e,Transit,5,6.09849300,,0.01000,,0.91
938,Kepler-20,f,Transit,5,19.57706000,,0.04500,,0.91
939,Kepler-200,b,Transit,2,8.59480500,0.080000,,,
940,Kepler-200,c,Transit,2,10.22215700,0.090000,,,
941,Kepler-201,b,Transit,2,25.67208300,0.175000,,,1.17
942,Kepler-201,c,Transit,2,151.88405800,0.573000,,,1.17
943,Kepler-202,b,Transit,2,4.06942700,0.045000,,,
944,Kepler-202,c,Transit,2,16.28249300,0.113000,,,
945,Kepler-203,b,Transit,3,3.16269700,0.043000,,,0.98
946,Kepler-203,c,Transit,3,5.37064700,0.061000,,,0.98
947,Kepler-203,d,Transit,3,11.32972000,0.100000,,,0.98
948,Kepler-204,b,Transit,2,14.40097400,0.117000,,,0.96
949,Kepler-204,c,Transit,2,25.66059300,0.173000,,,0.96
950,Kepler-205,b,Transit,2,2.75564000,0.032000,,,
951,Kepler-205,c,Transit,2,20.30654600,0.122000,,,
952,Kepler-206,b,Transit,3,7.78198700,0.078000,,,0.94
953,Kepler-206,c,Transit,3,13.13747100,0.111000,,,0.94
954,Kepler-206,d,Transit,3,23.44281000,0.163000,,,0.94
955,Kepler-207,b,Transit,3,1.61186500,0.029000,,,
956,Kepler-207,c,Transit,3,3.07157100,0.044000,,,
957,Kepler-207,d,Transit,3,5.86807500,0.068000,,,
958,Kepler-208,b,Transit,4,4.22864000,0.054000,,,1.03
959,Kepler-208,c,Transit,4,7.46662300,0.079000,,,1.03
960,Kepler-208,d,Transit,4,11.13178600,0.103000,,,1.03
961,Kepler-208,e,Transit,4,16.25945800,0.132000,,,1.03
962,Kepler-209,b,Transit,2,16.08784500,0.122000,,,
963,Kepler-209,c,Transit,2,41.74988200,0.231000,,,
964,Kepler-21,b,Transit,1,2.78575500,0.042507,0.03300,,1.34
965,Kepler-210,b,Transit,2,2.45323400,0.032000,,,
966,Kepler-210,c,Transit,2,7.97251300,0.070000,,,
967,Kepler-211,b,Transit,2,4.13857500,0.048000,,,0.97
968,Kepler-211,c,Transit,2,6.04045000,0.062000,,,0.97
969,Kepler-212,b,Transit,2,16.25758200,0.133000,,,1.16
970,Kepler-212,c,Transit,2,31.80517400,0.207000,,,1.16
971,Kepler-213,b,Transit,2,2.46236000,0.036000,,,0.94
972,Kepler-213,c,Transit,2,4.82296200,0.057000,,,0.94
973,Kepler-214,b,Transit,2,15.66054400,0.130000,,,
974,Kepler-214,c,Transit,2,28.77980000,0.194000,,,
975,Kepler-215,b,Transit,4,9.36067200,0.084000,,,0.77
976,Kepler-215,c,Transit,4,14.66710800,0.113000,,,0.77
977,Kepler-215,d,Transit,4,30.86442300,0.185000,,,0.77
978,Kepler-215,e,Transit,4,68.16101000,0.314000,,,0.77
979,Kepler-216,b,Transit,2,7.69364100,0.079000,,,
980,Kepler-216,c,Transit,2,17.40666900,0.136000,,,
981,Kepler-217,b,Transit,2,5.37494300,0.065000,,,
982,Kepler-217,c,Transit,2,8.58600400,0.089000,,,
983,Kepler-218,b,Transit,2,3.61933700,0.046000,,,
984,Kepler-218,c,Transit,2,44.69957600,0.248000,,,
985,Kepler-219,b,Transit,3,4.58551200,0.057000,,,
986,Kepler-219,c,Transit,3,22.71461300,0.165000,,,
987,Kepler-219,d,Transit,3,47.90364500,0.272000,,,
988,Kepler-22,b,Transit,1,289.86230000,0.849000,0.11300,,0.97
989,Kepler-220,b,Transit,4,4.15980700,0.046000,,,
990,Kepler-220,c,Transit,4,9.03419900,0.076000,,,
991,Kepler-220,d,Transit,4,28.12239700,0.163000,,,
992,Kepler-220,e,Transit,4,45.90273300,0.226000,,,
993,Kepler-221,b,Transit,4,2.79590600,0.037000,,,0.72
994,Kepler-221,c,Transit,4,5.69058600,0.059000,,,0.72
995,Kepler-221,d,Transit,4,10.04156000,0.087000,,,0.72
996,Kepler-221,e,Transit,4,18.36991700,0.130000,,,0.72
997,Kepler-222,b,Transit,3,3.93698100,0.048000,,,
998,Kepler-222,c,Transit,3,10.08881000,0.091000,,,
999,Kepler-222,d,Transit,3,28.08191200,0.180000,,,
1000,Kepler-223,b,Transit,4,7.38410800,0.073000,,,
1001,Kepler-223,c,Transit,4,9.84818300,0.088000,,,
1002,Kepler-223,d,Transit,4,14.78875900,0.116000,,,
1003,Kepler-223,e,Transit,4,19.72173400,0.140000,,,
1004,Kepler-224,b,Transit,4,3.13292400,0.038000,,,0.74
1005,Kepler-224,c,Transit,4,5.92500300,0.058000,,,0.74
1006,Kepler-224,d,Transit,4,11.34939300,0.089000,,,0.74
1007,Kepler-224,e,Transit,4,18.64357700,0.124000,,,0.74
1008,Kepler-225,b,Transit,2,6.73897500,0.056000,,,
1009,Kepler-225,c,Transit,2,18.79423400,0.111000,,,
1010,Kepler-226,b,Transit,3,3.94099700,0.047000,,,0.86
1011,Kepler-226,c,Transit,3,5.34955500,0.058000,,,0.86
1012,Kepler-226,d,Transit,3,8.10904400,0.076000,,,0.86
1013,Kepler-227,b,Transit,2,9.48801500,0.090000,,,
1014,Kepler-227,c,Transit,2,54.41869400,0.290000,,,
1015,Kepler-228,b,Transit,3,2.56654600,0.038000,,,
1016,Kepler-228,c,Transit,3,4.13444400,0.052000,,,
1017,Kepler-228,d,Transit,3,11.09428600,0.101000,,,
1018,Kepler-229,b,Transit,3,6.25297200,0.062000,,,
1019,Kepler-229,c,Transit,3,16.06863800,0.117000,,,
1020,Kepler-229,d,Transit,3,41.19491200,0.220000,,,
1021,Kepler-23,b,Transit,3,7.10730000,0.075000,0.80000,,1.11
1022,Kepler-23,c,Transit,3,10.74210000,0.099000,2.70000,,1.11
1023,Kepler-23,d,Transit,3,15.27429900,0.124000,,,1.11
1024,Kepler-230,b,Transit,2,32.62555500,0.191000,,,
1025,Kepler-230,c,Transit,2,91.77324200,0.380000,,,
1026,Kepler-231,b,Transit,2,10.06527500,0.074000,,,0.58
1027,Kepler-231,c,Transit,2,19.27156600,0.114000,,,0.58
1028,Kepler-232,b,Transit,2,4.43122200,0.054000,,,
1029,Kepler-232,c,Transit,2,11.37934900,0.101000,,,
1030,Kepler-233,b,Transit,2,8.47238200,0.077000,,,
1031,Kepler-233,c,Transit,2,60.41895500,0.287000,,,
1032,Kepler-234,b,Transit,2,2.71150600,0.040000,,,
1033,Kepler-234,c,Transit,2,7.21205000,0.077000,,,
1034,Kepler-235,b,Transit,4,3.34022200,0.037000,,,0.59
1035,Kepler-235,c,Transit,4,7.82490400,0.065000,,,0.59
1036,Kepler-235,d,Transit,4,20.06054800,0.122000,,,0.59
1037,Kepler-235,e,Transit,4,46.18366900,0.213000,,,0.59
1038,Kepler-236,b,Transit,2,8.29561100,0.065000,,,0.56
1039,Kepler-236,c,Transit,2,23.96812700,0.132000,,,0.56
1040,Kepler-237,b,Transit,2,4.71510600,0.050000,,,0.70
1041,Kepler-237,c,Transit,2,8.10363600,0.071000,,,0.70
1042,Kepler-238,b,Transit,5,2.09087600,0.034000,,,1.06
1043,Kepler-238,c,Transit,5,6.15555700,0.069000,,,1.06
1044,Kepler-238,d,Transit,5,13.23354900,0.115000,,,1.06
1045,Kepler-238,e,Transit,5,23.65400000,,0.53400,,1.06
1046,Kepler-238,f,Transit,5,50.44700000,,0.04200,,1.06
1047,Kepler-239,b,Transit,2,11.76305100,0.095000,,,0.74
1048,Kepler-239,c,Transit,2,56.22809800,0.268000,,,0.74
1049,Kepler-24,b,Transit,4,8.14530000,0.080000,1.60000,,1.03
1050,Kepler-24,c,Transit,4,12.33350000,0.106000,1.60000,,1.03
1051,Kepler-24,d,Transit,4,4.24438400,0.051000,,,1.03
1052,Kepler-24,e,Transit,4,18.99835500,0.138000,,,1.03
1053,Kepler-240,b,Transit,2,4.14449500,0.048000,,,
1054,Kepler-240,c,Transit,2,7.95352800,0.074000,,,
1055,Kepler-241,b,Transit,2,12.71809200,0.094000,,,
1056,Kepler-241,c,Transit,2,36.06597800,0.189000,,,
1057,Kepler-242,b,Transit,2,8.20395000,0.075000,,,
1058,Kepler-242,c,Transit,2,14.49648100,0.109000,,,
1059,Kepler-243,b,Transit,2,5.71544200,0.062000,,,0.89
1060,Kepler-243,c,Transit,2,20.02621800,0.142000,,,0.89
1061,Kepler-244,b,Transit,3,4.31179200,0.050000,,,
1062,Kepler-244,c,Transit,3,9.76729200,0.087000,,,
1063,Kepler-244,d,Transit,3,20.05040100,0.140000,,,
1064,Kepler-245,b,Transit,3,7.49019000,0.071000,,,0.80
1065,Kepler-245,c,Transit,3,17.46081200,0.124000,,,0.80
1066,Kepler-245,d,Transit,3,36.27710800,0.202000,,,0.80
1067,Kepler-246,b,Transit,2,4.60182000,0.052000,,,0.86
1068,Kepler-246,c,Transit,2,11.18716100,0.095000,,,0.86
1069,Kepler-247,b,Transit,3,3.33616000,0.042000,,,
1070,Kepler-247,c,Transit,3,9.43945200,0.084000,,,
1071,Kepler-247,d,Transit,3,20.47791200,0.140000,,,
1072,Kepler-248,b,Transit,2,6.30820500,0.066000,,,
1073,Kepler-248,c,Transit,2,16.23949400,0.123000,,,
1074,Kepler-249,b,Transit,3,3.30653900,0.035000,,,
1075,Kepler-249,c,Transit,3,7.11370200,0.058000,,,
1076,Kepler-249,d,Transit,3,15.36845900,0.097000,,,
1077,Kepler-25,b,Transit,3,6.23850000,0.068000,12.70000,,1.19
1078,Kepler-25,c,Transit,3,12.72040000,0.110000,4.16000,,1.19
1079,Kepler-25,d,Radial Velocity,3,123.00000000,,0.28300,,1.19
1080,Kepler-250,b,Transit,3,4.14814100,0.048000,,,0.80
1081,Kepler-250,c,Transit,3,7.15680400,0.069000,,,0.80
1082,Kepler-250,d,Transit,3,17.64831200,0.127000,,,0.80
1083,Kepler-251,b,Transit,4,4.79093600,0.053000,,,0.91
1084,Kepler-251,c,Transit,4,16.51404300,0.122000,,,0.91
1085,Kepler-251,d,Transit,4,30.13300100,0.182000,,,0.91
1086,Kepler-251,e,Transit,4,99.64016100,0.404000,,,0.91
1087,Kepler-252,b,Transit,2,6.66839100,0.058000,,,0.52
1088,Kepler-252,c,Transit,2,10.84846300,0.080000,,,0.52
